,Comparison,Taxa,Method,Group,LDA,P.unadj,P.adj,Significance
k__Eukaryota|p__Heterolobosea,PFU - Water,k__Eukaryota|p__Heterolobosea,LEfSe,PFU,1.836112954,0.000603187,0.002927582,**
k__Eukaryota|p__Heterolobosea|p__Eukaryota_Heterolobosea,PFU - Water,k__Eukaryota|p__Heterolobosea|p__Eukaryota_Heterolobosea,LEfSe,PFU,1.836112954,0.000603187,0.002927582,**
k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Ascomycota|o__Taphrinomycotina,PFU - Water,k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Ascomycota|o__Taphrinomycotina,LEfSe,PFU,1.833246313,4.25E-05,0.000310296,***
k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Ascomycota|o__Taphrinomycotina|f__Taphrinomycetes,PFU - Water,k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Ascomycota|o__Taphrinomycotina|f__Taphrinomycetes,LEfSe,PFU,1.833246313,4.25E-05,0.000310296,***
k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Ascomycota|o__Taphrinomycotina|f__Taphrinomycetes|g__Taphrina,PFU - Water,k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Ascomycota|o__Taphrinomycotina|f__Taphrinomycetes|g__Taphrina,LEfSe,PFU,1.833246313,4.25E-05,0.000310296,***
k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Ascomycota|o__Taphrinomycotina|f__Taphrinomycetes|g__Taphrina|s__Taphrina_pruni,PFU - Water,k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Ascomycota|o__Taphrinomycotina|f__Taphrinomycetes|g__Taphrina|s__Taphrina_pruni,LEfSe,PFU,1.833246313,4.25E-05,0.000310296,***
k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Syntrophobacteria|o__Syntrophobacterales|f__Syntrophobacteraceae|g__Syntrophobacter,PFU - Water,k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Syntrophobacteria|o__Syntrophobacterales|f__Syntrophobacteraceae|g__Syntrophobacter,LEfSe,PFU,1.83303424,1.53E-07,2.67E-06,***
k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Dictyochophyceae,PFU - Water,k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Dictyochophyceae,LEfSe,Water,1.832723909,3.26E-05,0.000245249,***
k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Dictyochophyceae|o__Dictyochophyceae_X,PFU - Water,k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Dictyochophyceae|o__Dictyochophyceae_X,LEfSe,Water,1.832723909,3.26E-05,0.000245249,***
k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Dictyochophyceae|o__Dictyochophyceae_X|f__Pedinellales,PFU - Water,k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Dictyochophyceae|o__Dictyochophyceae_X|f__Pedinellales,LEfSe,Water,1.832723909,3.26E-05,0.000245249,***
k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Dictyochophyceae|o__Dictyochophyceae_X|f__Pedinellales|g__Pedinellales_X,PFU - Water,k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Dictyochophyceae|o__Dictyochophyceae_X|f__Pedinellales|g__Pedinellales_X,LEfSe,Water,1.832723909,3.26E-05,0.000245249,***
k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Acidobacteriae|o__Solibacterales,PFU - Water,k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Acidobacteriae|o__Solibacterales,LEfSe,PFU,1.831974236,6.64E-08,1.30E-06,***
k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Acidobacteriae|o__Solibacterales|f__Solibacteraceae,PFU - Water,k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Acidobacteriae|o__Solibacterales|f__Solibacteraceae,LEfSe,PFU,1.831974236,6.64E-08,1.30E-06,***
k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Acidobacteriae|o__Solibacterales|f__Solibacteraceae|g__Candidatus Solibacter,PFU - Water,k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Acidobacteriae|o__Solibacterales|f__Solibacteraceae|g__Candidatus Solibacter,LEfSe,PFU,1.831974236,6.64E-08,1.30E-06,***
k__Eukaryota|p__Amoebozoa_X,PFU - Water,k__Eukaryota|p__Amoebozoa_X,LEfSe,PFU,1.831920489,0.001204408,0.005219924,**
k__Eukaryota|p__Amoebozoa_X|p__Eukaryota_Amoebozoa_X,PFU - Water,k__Eukaryota|p__Amoebozoa_X|p__Eukaryota_Amoebozoa_X,LEfSe,PFU,1.831920489,0.001204408,0.005219924,**
k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Syntrophia|o__Syntrophales|f__Syntrophaceae,PFU - Water,k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Syntrophia|o__Syntrophales|f__Syntrophaceae,LEfSe,PFU,1.829601722,3.39E-07,5.09E-06,***
k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Syntrophia|o__Syntrophales|f__Syntrophaceae|g__Syntrophus,PFU - Water,k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Syntrophia|o__Syntrophales|f__Syntrophaceae|g__Syntrophus,LEfSe,PFU,1.829601722,3.39E-07,5.09E-06,***
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Gastrotricha|o__Gastrotricha_X|f__Gastrotricha_XX|g__Chaetonotus|s__Chaetonotus_neptuni,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Gastrotricha|o__Gastrotricha_X|f__Gastrotricha_XX|g__Chaetonotus|s__Chaetonotus_neptuni,LEfSe,PFU,1.829597334,0.000621767,0.002984766,**
k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__Dehalococcoidia|o__Napoli-4B-65,PFU - Water,k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__Dehalococcoidia|o__Napoli-4B-65,LEfSe,PFU,1.828481494,0.001995976,0.007910311,**
k__Bacteria|p__Dependentiae|p__Bacteria_Dependentiae|c__Babeliae|o__Babeliales|f__Babeliaceae,PFU - Water,k__Bacteria|p__Dependentiae|p__Bacteria_Dependentiae|c__Babeliae|o__Babeliales|f__Babeliaceae,LEfSe,PFU,1.826700104,9.67E-09,2.96E-07,***
k__Bacteria|p__Planctomycetota|p__Bacteria_Planctomycetota|c__Planctomycetes|o__Planctomycetales|f__Schlesneriaceae|g__Schlesneria,PFU - Water,k__Bacteria|p__Planctomycetota|p__Bacteria_Planctomycetota|c__Planctomycetes|o__Planctomycetales|f__Schlesneriaceae|g__Schlesneria,LEfSe,PFU,1.825226933,4.99E-07,7.19E-06,***
k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Pelagophyceae|o__Pelagomonadales|f__Pelagomonadaceae|g__Pelagomonas,PFU - Water,k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Pelagophyceae|o__Pelagomonadales|f__Pelagomonadaceae|g__Pelagomonas,LEfSe,PFU,1.824940883,4.49E-05,0.000325196,***
k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Pelagophyceae|o__Pelagomonadales|f__Pelagomonadaceae|g__Pelagomonas|s__Pelagomonas_calceolata,PFU - Water,k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Pelagophyceae|o__Pelagomonadales|f__Pelagomonadaceae|g__Pelagomonas|s__Pelagomonas_calceolata,LEfSe,PFU,1.824940883,4.49E-05,0.000325196,***
k__Eukaryota|p__Amoebozoa_X|p__Eukaryota_Amoebozoa_X|c__Variosea,PFU - Water,k__Eukaryota|p__Amoebozoa_X|p__Eukaryota_Amoebozoa_X|c__Variosea,LEfSe,PFU,1.823688024,5.24E-06,5.26E-05,***
k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Tubulinea|o__Arcellinida|f__Arcellinida_X,PFU - Water,k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Tubulinea|o__Arcellinida|f__Arcellinida_X,LEfSe,PFU,1.823274861,0.000315654,0.00169438,**
k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Pelagophyceae,PFU - Water,k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Pelagophyceae,LEfSe,PFU,1.822335699,0.000163229,0.000961698,***
k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Pelagophyceae|o__Pelagomonadales,PFU - Water,k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Pelagophyceae|o__Pelagomonadales,LEfSe,PFU,1.822335699,0.000163229,0.000961698,***
k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Pelagophyceae|o__Pelagomonadales|f__Pelagomonadaceae,PFU - Water,k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Pelagophyceae|o__Pelagomonadales|f__Pelagomonadaceae,LEfSe,PFU,1.822335699,0.000163229,0.000961698,***
k__Eukaryota|p__Chlorophyta|p__Eukaryota_Chlorophyta|c__Chlorophyceae|o__Chlamydomonadales|f__Chlamydomonadales_X|g__Carteria,PFU - Water,k__Eukaryota|p__Chlorophyta|p__Eukaryota_Chlorophyta|c__Chlorophyceae|o__Chlamydomonadales|f__Chlamydomonadales_X|g__Carteria,LEfSe,PFU,1.821288116,0.001405906,0.005828622,**
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae,LEfSe,PFU,1.820191599,0.001085389,0.004798472,**
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis,LEfSe,PFU,1.818103392,4.79E-05,0.000343137,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Nitzschia sp. PL3-2,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Nitzschia sp. PL3-2,LEfSe,PFU,1.816976496,0.000207013,0.001198825,**
k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Chytridiomycota|o__Chytridiomycotina|f__Chytridiomycetes|g__Obelidium,PFU - Water,k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Chytridiomycota|o__Chytridiomycotina|f__Chytridiomycetes|g__Obelidium,LEfSe,PFU,1.81605942,1.69E-06,1.93E-05,***
k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Chytridiomycota|o__Chytridiomycotina|f__Chytridiomycetes|g__Obelidium|s__Obelidium_mucronatum,PFU - Water,k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Chytridiomycota|o__Chytridiomycotina|f__Chytridiomycetes|g__Obelidium|s__Obelidium_mucronatum,LEfSe,PFU,1.81605942,1.69E-06,1.93E-05,***
k__Bacteria|p__Nitrospinota|p__Bacteria_Nitrospinota|c__Nitrospinia,PFU - Water,k__Bacteria|p__Nitrospinota|p__Bacteria_Nitrospinota|c__Nitrospinia,LEfSe,Water,1.815477692,0.002210592,0.008628946,**
k__Bacteria|p__Nitrospinota|p__Bacteria_Nitrospinota|c__Nitrospinia|o__Nitrospinales,PFU - Water,k__Bacteria|p__Nitrospinota|p__Bacteria_Nitrospinota|c__Nitrospinia|o__Nitrospinales,LEfSe,Water,1.815477692,0.002210592,0.008628946,**
k__Bacteria|p__Nitrospinota|p__Bacteria_Nitrospinota|c__Nitrospinia|o__Nitrospinales|f__Nitrospinaceae,PFU - Water,k__Bacteria|p__Nitrospinota|p__Bacteria_Nitrospinota|c__Nitrospinia|o__Nitrospinales|f__Nitrospinaceae,LEfSe,Water,1.815477692,0.002210592,0.008628946,**
k__Bacteria|p__Nitrospinota|p__Bacteria_Nitrospinota|c__Nitrospinia|o__Nitrospinales|f__Nitrospinaceae|g__Nitrospina,PFU - Water,k__Bacteria|p__Nitrospinota|p__Bacteria_Nitrospinota|c__Nitrospinia|o__Nitrospinales|f__Nitrospinaceae|g__Nitrospina,LEfSe,Water,1.815477692,0.002210592,0.008628946,**
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__|f__|g__Candidatus Ovatusbacter,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__|f__|g__Candidatus Ovatusbacter,LEfSe,PFU,1.814595816,2.40E-06,2.60E-05,***
k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Blastocladiomycota|o__Blastocladiomycotina|f__Blastocladiomycetes|g__Blastocladiomycota_XX,PFU - Water,k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Blastocladiomycota|o__Blastocladiomycotina|f__Blastocladiomycetes|g__Blastocladiomycota_XX,LEfSe,PFU,1.810685205,0.000424164,0.002222701,**
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Jakoba bahamiensis,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Jakoba bahamiensis,LEfSe,PFU,1.810526131,1.86E-06,2.08E-05,***
k__Bacteria|p__Patescibacteria|p__Bacteria_Patescibacteria|c__ABY1|o__Candidatus Kerfeldbacteria,PFU - Water,k__Bacteria|p__Patescibacteria|p__Bacteria_Patescibacteria|c__ABY1|o__Candidatus Kerfeldbacteria,LEfSe,PFU,1.809882058,2.02E-05,0.000162582,***
k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa|c__Filosa-Sarcomonadea|o__Glissomonadida|f__Bodomorphidae|g__Bodomorpha|s__Bodomorpha_minima,PFU - Water,k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa|c__Filosa-Sarcomonadea|o__Glissomonadida|f__Bodomorphidae|g__Bodomorpha|s__Bodomorpha_minima,LEfSe,PFU,1.809282549,0.001967405,0.007825228,**
k__Eukaryota|p__Amoebozoa_X|p__Eukaryota_Amoebozoa_X|c__Variosea|o__Variosea_X,PFU - Water,k__Eukaryota|p__Amoebozoa_X|p__Eukaryota_Amoebozoa_X|c__Variosea|o__Variosea_X,LEfSe,PFU,1.804968024,1.72E-06,1.96E-05,***
k__Bacteria|p__Myxococcota|p__Bacteria_Myxococcota|c__Polyangia|o__Nannocystales|f__Nannocystaceae|g__Plesiocystis,PFU - Water,k__Bacteria|p__Myxococcota|p__Bacteria_Myxococcota|c__Polyangia|o__Nannocystales|f__Nannocystaceae|g__Plesiocystis,LEfSe,PFU,1.800608453,0.00086149,0.00388199,**
k__Bacteria|p__Armatimonadota|p__Bacteria_Armatimonadota|c__Fimbriimonadia|o__Fimbriimonadales|f__Fimbriimonadaceae|g__Armatimonadetes bacterium 55-13,PFU - Water,k__Bacteria|p__Armatimonadota|p__Bacteria_Armatimonadota|c__Fimbriimonadia|o__Fimbriimonadales|f__Fimbriimonadaceae|g__Armatimonadetes bacterium 55-13,LEfSe,PFU,1.791067901,2.87E-09,1.26E-07,***
k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Syntrophorhabdia,PFU - Water,k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Syntrophorhabdia,LEfSe,PFU,1.789889539,5.82E-07,8.04E-06,***
k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Syntrophorhabdia|o__Syntrophorhabdales,PFU - Water,k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Syntrophorhabdia|o__Syntrophorhabdales,LEfSe,PFU,1.789889539,5.82E-07,8.04E-06,***
k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Syntrophorhabdia|o__Syntrophorhabdales|f__Syntrophorhabdaceae,PFU - Water,k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Syntrophorhabdia|o__Syntrophorhabdales|f__Syntrophorhabdaceae,LEfSe,PFU,1.789889539,5.82E-07,8.04E-06,***
k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Syntrophorhabdia|o__Syntrophorhabdales|f__Syntrophorhabdaceae|g__Syntrophorhabdus,PFU - Water,k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Syntrophorhabdia|o__Syntrophorhabdales|f__Syntrophorhabdaceae|g__Syntrophorhabdus,LEfSe,PFU,1.789889539,5.82E-07,8.04E-06,***
k__Bacteria|p__Firmicutes|p__Bacteria_Firmicutes|c__Bacilli|o__RF39,PFU - Water,k__Bacteria|p__Firmicutes|p__Bacteria_Firmicutes|c__Bacilli|o__RF39,LEfSe,PFU,1.78895614,0.000100956,0.000639243,***
k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Phyllopharyngea|o__Cyrtophoria_4,PFU - Water,k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Phyllopharyngea|o__Cyrtophoria_4,LEfSe,PFU,1.7869918,3.02E-05,0.000231993,***
k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Phyllopharyngea|o__Cyrtophoria_4|f__Chilodonellidae,PFU - Water,k__Eukaryota|p__Ciliophora|p__Eukaryota_Ciliophora|c__Phyllopharyngea|o__Cyrtophoria_4|f__Chilodonellidae,LEfSe,PFU,1.7869918,3.02E-05,0.000231993,***
k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa|c__Filosa-Sarcomonadea|o__Glissomonadida|f__Allapsidae|g__Allantion,PFU - Water,k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa|c__Filosa-Sarcomonadea|o__Glissomonadida|f__Allapsidae|g__Allantion,LEfSe,PFU,1.785844091,5.27E-06,5.28E-05,***
k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa|c__Filosa-Sarcomonadea|o__Glissomonadida|f__Sandonidae|g__Sandonidae_X,PFU - Water,k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa|c__Filosa-Sarcomonadea|o__Glissomonadida|f__Sandonidae|g__Sandonidae_X,LEfSe,PFU,1.780380642,0.000163229,0.000961698,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Tabrizicola,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Tabrizicola,LEfSe,PFU,1.774586527,0.000884348,0.003964721,**
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Paracaedibacterales|f__Paracaedibacteraceae|g__Candidatus Finniella,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Paracaedibacterales|f__Paracaedibacteraceae|g__Candidatus Finniella,LEfSe,PFU,1.770289986,1.21E-05,0.000104566,***
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Nematoda|o__Chromadorea|f__Chromadorea_X|g__Rhabdias|s__Rhabdias_ranae,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Nematoda|o__Chromadorea|f__Chromadorea_X|g__Rhabdias|s__Rhabdias_ranae,LEfSe,Water,1.770100197,0.00074886,0.003425799,**
k__Eukaryota|p__Amoebozoa_X|p__Eukaryota_Amoebozoa_X|c__Variosea|o__Variosea_X|f__Schizoplasmodiids,PFU - Water,k__Eukaryota|p__Amoebozoa_X|p__Eukaryota_Amoebozoa_X|c__Variosea|o__Variosea_X|f__Schizoplasmodiids,LEfSe,PFU,1.766086925,1.67E-07,2.84E-06,***
k__Eukaryota|p__Amoebozoa_X|p__Eukaryota_Amoebozoa_X|c__Variosea|o__Variosea_X|f__Schizoplasmodiids|g__Schizoplasmodium,PFU - Water,k__Eukaryota|p__Amoebozoa_X|p__Eukaryota_Amoebozoa_X|c__Variosea|o__Variosea_X|f__Schizoplasmodiids|g__Schizoplasmodium,LEfSe,PFU,1.766086925,1.67E-07,2.84E-06,***
k__Eukaryota|p__Amoebozoa_X|p__Eukaryota_Amoebozoa_X|c__Variosea|o__Variosea_X|f__Schizoplasmodiids|g__Schizoplasmodium|s__Schizoplasmodium_cavostelioides,PFU - Water,k__Eukaryota|p__Amoebozoa_X|p__Eukaryota_Amoebozoa_X|c__Variosea|o__Variosea_X|f__Schizoplasmodiids|g__Schizoplasmodium|s__Schizoplasmodium_cavostelioides,LEfSe,PFU,1.766086925,1.67E-07,2.84E-06,***
k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Ignavibacteria|o__Ignavibacteriales|f__Ignavibacteriaceae,PFU - Water,k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Ignavibacteria|o__Ignavibacteriales|f__Ignavibacteriaceae,LEfSe,PFU,1.764353074,2.19E-05,0.00017411,***
k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Ignavibacteria|o__Ignavibacteriales|f__Ignavibacteriaceae|g__Ignavibacterium,PFU - Water,k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Ignavibacteria|o__Ignavibacteriales|f__Ignavibacteriaceae|g__Ignavibacterium,LEfSe,PFU,1.764353074,2.19E-05,0.00017411,***
k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Holophagae|o__Holophagales|f__Holophagaceae|g__Geothrix,PFU - Water,k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Holophagae|o__Holophagales|f__Holophagaceae|g__Geothrix,LEfSe,PFU,1.760874703,1.79E-06,2.02E-05,***
k__Bacteria|p__Patescibacteria|p__Bacteria_Patescibacteria|c__Parcubacteria|o__Candidatus Kaiserbacteria|f__Parcubacteria group bacterium GW2011_GWD2_42_14,PFU - Water,k__Bacteria|p__Patescibacteria|p__Bacteria_Patescibacteria|c__Parcubacteria|o__Candidatus Kaiserbacteria|f__Parcubacteria group bacterium GW2011_GWD2_42_14,LEfSe,PFU,1.752768087,3.66E-09,1.44E-07,***
k__Bacteria|p__Patescibacteria|p__Bacteria_Patescibacteria|c__Parcubacteria|o__Candidatus Kaiserbacteria|f__Parcubacteria group bacterium GW2011_GWD2_42_14|g__Parcubacteria group bacterium GW2011_GWD2_42_14_X sp.,PFU - Water,k__Bacteria|p__Patescibacteria|p__Bacteria_Patescibacteria|c__Parcubacteria|o__Candidatus Kaiserbacteria|f__Parcubacteria group bacterium GW2011_GWD2_42_14|g__Parcubacteria group bacterium GW2011_GWD2_42_14_X sp.,LEfSe,PFU,1.752768087,3.66E-09,1.44E-07,***
k__Bacteria|p__Nitrospirota|p__Bacteria_Nitrospirota|c__4-29-1,PFU - Water,k__Bacteria|p__Nitrospirota|p__Bacteria_Nitrospirota|c__4-29-1,LEfSe,PFU,1.75031097,2.29E-08,5.67E-07,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Rhodocyclaceae|g__C39,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Rhodocyclaceae|g__C39,LEfSe,PFU,1.740118935,0.000259428,0.001458039,**
k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Tubulinea|o__Euamoebida|f__Hartmannellidae,PFU - Water,k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Tubulinea|o__Euamoebida|f__Hartmannellidae,LEfSe,PFU,1.737564427,1.14E-05,9.91E-05,***
k__Bacteria|p__Spirochaetota|p__Bacteria_Spirochaetota|c__MVP-15,PFU - Water,k__Bacteria|p__Spirochaetota|p__Bacteria_Spirochaetota|c__MVP-15,LEfSe,PFU,1.733926715,0.001267742,0.005438163,**
k__Bacteria|p__Actinobacteriota|p__Bacteria_Actinobacteriota|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Renibacterium,PFU - Water,k__Bacteria|p__Actinobacteriota|p__Bacteria_Actinobacteriota|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Renibacterium,LEfSe,Water,1.733665718,0.000346457,0.001848472,**
k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Kryptonia|o__Kryptoniales|f__BSV26|g__Ignavibacteria bacterium RIFCSPLOWO2_12_FULL_56_21,PFU - Water,k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Kryptonia|o__Kryptoniales|f__BSV26|g__Ignavibacteria bacterium RIFCSPLOWO2_12_FULL_56_21,LEfSe,PFU,1.72934763,5.29E-10,3.35E-08,***
k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Arachidicoccus,PFU - Water,k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Arachidicoccus,LEfSe,Water,1.72922858,4.47E-09,1.68E-07,***
k__Eukaryota|p__Oomycota|p__Eukaryota_Oomycota|c__Oomycota|o__Oomycota_X|f__Peronosporales|g__Phytophthora,PFU - Water,k__Eukaryota|p__Oomycota|p__Eukaryota_Oomycota|c__Oomycota|o__Oomycota_X|f__Peronosporales|g__Phytophthora,LEfSe,PFU,1.726826765,7.43E-05,0.00050267,***
k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__SM1A07,PFU - Water,k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__SM1A07,LEfSe,PFU,1.722448556,5.32E-10,3.35E-08,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__SAR11 clade|f__Clade II,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__SAR11 clade|f__Clade II,LEfSe,PFU,1.717501339,8.97E-06,8.26E-05,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium,LEfSe,PFU,1.71680348,0.000346457,0.001848472,**
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Platyhelminthes|o__Monogenea,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Platyhelminthes|o__Monogenea,LEfSe,PFU,1.694818525,2.52E-07,3.95E-06,***
