,Comparison,Taxa,Method,Group,LDA,P.unadj,P.adj,Significance
k__Archaea|p__Iainarchaeota|p__Archaea_Iainarchaeota|c__Iainarchaeia|o__Iainarchaeales,PFU - Water,k__Archaea|p__Iainarchaeota|p__Archaea_Iainarchaeota|c__Iainarchaeia|o__Iainarchaeales,LEfSe,PFU,1.434000246,0.000458482,0.002338578,**
k__Archaea|p__Iainarchaeota|p__Archaea_Iainarchaeota|c__Iainarchaeia|o__Iainarchaeales|f__Candidatus Iainarchaeum,PFU - Water,k__Archaea|p__Iainarchaeota|p__Archaea_Iainarchaeota|c__Iainarchaeia|o__Iainarchaeales|f__Candidatus Iainarchaeum,LEfSe,PFU,1.434000246,0.000458482,0.002338578,**
k__Bacteria|p__Patescibacteria|p__Bacteria_Patescibacteria|c__Parcubacteria|o__Candidatus Moranbacteria|f__Candidatus Moranbacteria bacterium GW2011_GWE1_49_15,PFU - Water,k__Bacteria|p__Patescibacteria|p__Bacteria_Patescibacteria|c__Parcubacteria|o__Candidatus Moranbacteria|f__Candidatus Moranbacteria bacterium GW2011_GWE1_49_15,LEfSe,PFU,1.430625542,0.00133969,0.00562823,**
k__Bacteria|p__Patescibacteria|p__Bacteria_Patescibacteria|c__Parcubacteria|o__Candidatus Moranbacteria|f__Candidatus Moranbacteria bacterium GW2011_GWE1_49_15|g__Candidatus Moranbacteria bacterium GW2011_GWE1_49_15_X sp.,PFU - Water,k__Bacteria|p__Patescibacteria|p__Bacteria_Patescibacteria|c__Parcubacteria|o__Candidatus Moranbacteria|f__Candidatus Moranbacteria bacterium GW2011_GWE1_49_15|g__Candidatus Moranbacteria bacterium GW2011_GWE1_49_15_X sp.,LEfSe,PFU,1.430625542,0.00133969,0.00562823,**
k__Bacteria|p__Cloacimonadota|p__Bacteria_Cloacimonadota|c__Cloacimonadia|o__MSBL2,PFU - Water,k__Bacteria|p__Cloacimonadota|p__Bacteria_Cloacimonadota|c__Cloacimonadia|o__MSBL2,LEfSe,PFU,1.429356962,0.000622036,0.002984766,**
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Euglenophyceae|f__Euglenaceae|g__Euglenaria|s__Euglenaria_caudata,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Euglenophyceae|f__Euglenaceae|g__Euglenaria|s__Euglenaria_caudata,LEfSe,PFU,1.428543471,4.02E-05,0.000297909,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Caedibacterales|f__Caedibacteraceae|g__Caedibacter,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Caedibacterales|f__Caedibacteraceae|g__Caedibacter,LEfSe,PFU,1.428182764,7.29E-06,7.01E-05,***
k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Lobosa_X|o__Himatismenida|f__Cochliopodiidae|g__Cochliopodium|s__Cochliopodium_bilimbosum,PFU - Water,k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Lobosa_X|o__Himatismenida|f__Cochliopodiidae|g__Cochliopodium|s__Cochliopodium_bilimbosum,LEfSe,PFU,1.426660799,6.33E-05,0.000436534,***
k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa|c__Filosa-Thecofilosea|o__Cryomonadida|f__Cryothecomonas-lineage,PFU - Water,k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa|c__Filosa-Thecofilosea|o__Cryomonadida|f__Cryothecomonas-lineage,LEfSe,PFU,1.423752855,0.001381161,0.005747665,**
k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa|c__Filosa-Thecofilosea|o__Cryomonadida|f__Cryothecomonas-lineage|g__Cryothecomonas,PFU - Water,k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa|c__Filosa-Thecofilosea|o__Cryomonadida|f__Cryothecomonas-lineage|g__Cryothecomonas,LEfSe,PFU,1.423752855,0.001381161,0.005747665,**
k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Chytridiomycota|o__Chytridiomycotina|f__Chytridiomycetes|g__Physocladia,PFU - Water,k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Chytridiomycota|o__Chytridiomycotina|f__Chytridiomycetes|g__Physocladia,LEfSe,PFU,1.423177882,0.000307047,0.001656247,**
k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Chytridiomycota|o__Chytridiomycotina|f__Chytridiomycetes|g__Physocladia|s__Physocladia_obscura,PFU - Water,k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Chytridiomycota|o__Chytridiomycotina|f__Chytridiomycetes|g__Physocladia|s__Physocladia_obscura,LEfSe,PFU,1.423177882,0.000307047,0.001656247,**
k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Discosea-Flabellinia|o__Dactylopodida|f__Vexilliferidae,PFU - Water,k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Discosea-Flabellinia|o__Dactylopodida|f__Vexilliferidae,LEfSe,PFU,1.421057259,9.59E-08,1.78E-06,***
k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Discosea-Flabellinia|o__Dactylopodida|f__Vexilliferidae|g__Vexillifera,PFU - Water,k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Discosea-Flabellinia|o__Dactylopodida|f__Vexilliferidae|g__Vexillifera,LEfSe,PFU,1.421057259,9.59E-08,1.78E-06,***
k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Petalomonadida|f__Scytomonadidae|g__Petalomonas,PFU - Water,k__Eukaryota|p__Euglenozoa|p__Eukaryota_Euglenozoa|c__Euglenida|o__Petalomonadida|f__Scytomonadidae|g__Petalomonas,LEfSe,PFU,1.419852237,0.000141565,0.000856973,***
k__Bacteria|p__Spirochaetota|p__Bacteria_Spirochaetota|c__Leptospirae|o__Leptospirales|f__Leptospiraceae|g__RBG-16-49-21,PFU - Water,k__Bacteria|p__Spirochaetota|p__Bacteria_Spirochaetota|c__Leptospirae|o__Leptospirales|f__Leptospiraceae|g__RBG-16-49-21,LEfSe,PFU,1.419791281,0.000144931,0.000874949,***
k__Bacteria|p__Gemmatimonadota|p__Bacteria_Gemmatimonadota|c__S0134 terrestrial group,PFU - Water,k__Bacteria|p__Gemmatimonadota|p__Bacteria_Gemmatimonadota|c__S0134 terrestrial group,LEfSe,PFU,1.415073739,8.38E-05,0.000557164,***
k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Tubulinea|o__Euamoebida|f__Hartmannellidae|g__Hartmannellidae_X,PFU - Water,k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Tubulinea|o__Euamoebida|f__Hartmannellidae|g__Hartmannellidae_X,LEfSe,PFU,1.411475595,0.000689462,0.0032119,**
k__Bacteria|p__Cyanobacteria|p__Bacteria_Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Hazenia capsulata,PFU - Water,k__Bacteria|p__Cyanobacteria|p__Bacteria_Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Hazenia capsulata,LEfSe,PFU,1.411222445,0.002556846,0.009780715,**
k__Bacteria|p__Cyanobacteria|p__Bacteria_Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Hazenia capsulata|g__Hazenia capsulata_X sp.,PFU - Water,k__Bacteria|p__Cyanobacteria|p__Bacteria_Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Hazenia capsulata|g__Hazenia capsulata_X sp.,LEfSe,PFU,1.411222445,0.002556846,0.009780715,**
k__Bacteria|p__Planctomycetota|p__Bacteria_Planctomycetota|c__Planctomycetes|o__Gemmatales|f__Gemmataceae|g__Fimbriiglobus,PFU - Water,k__Bacteria|p__Planctomycetota|p__Bacteria_Planctomycetota|c__Planctomycetes|o__Gemmatales|f__Gemmataceae|g__Fimbriiglobus,LEfSe,PFU,1.409162947,8.85E-07,1.15E-05,***
k__Bacteria|p__Firmicutes|p__Bacteria_Firmicutes|c__Bacilli|o__Mycoplasmatales|f__Mycoplasmataceae|g__Ureaplasma,PFU - Water,k__Bacteria|p__Firmicutes|p__Bacteria_Firmicutes|c__Bacilli|o__Mycoplasmatales|f__Mycoplasmataceae|g__Ureaplasma,LEfSe,PFU,1.406510136,1.83E-05,0.000148261,***
k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa|c__Filosa-Imbricatea|o__Thaumatomonadida,PFU - Water,k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa|c__Filosa-Imbricatea|o__Thaumatomonadida,LEfSe,PFU,1.405380848,9.81E-06,8.73E-05,***
k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa|c__Filosa-Imbricatea|o__Thaumatomonadida|f__Thaumatomonadidae,PFU - Water,k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa|c__Filosa-Imbricatea|o__Thaumatomonadida|f__Thaumatomonadidae,LEfSe,PFU,1.405380848,9.81E-06,8.73E-05,***
k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa|c__Filosa-Imbricatea|o__Thaumatomonadida|f__Thaumatomonadidae|g__Thaumatomonas,PFU - Water,k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa|c__Filosa-Imbricatea|o__Thaumatomonadida|f__Thaumatomonadidae|g__Thaumatomonas,LEfSe,PFU,1.405380848,9.81E-06,8.73E-05,***
k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa|c__Filosa-Imbricatea|o__Thaumatomonadida|f__Thaumatomonadidae|g__Thaumatomonas|s__Thaumatomonas_zhukovi,PFU - Water,k__Eukaryota|p__Cercozoa|p__Eukaryota_Cercozoa|c__Filosa-Imbricatea|o__Thaumatomonadida|f__Thaumatomonadidae|g__Thaumatomonas|s__Thaumatomonas_zhukovi,LEfSe,PFU,1.405380848,9.81E-06,8.73E-05,***
k__Bacteria|p__Planctomycetota|p__Bacteria_Planctomycetota|c__Planctomycetes|o__Planctomycetales|f__Rubinisphaeraceae|g__Planctomicrobium,PFU - Water,k__Bacteria|p__Planctomycetota|p__Bacteria_Planctomycetota|c__Planctomycetes|o__Planctomycetales|f__Rubinisphaeraceae|g__Planctomicrobium,LEfSe,PFU,1.403516524,1.12E-06,1.39E-05,***
k__Eukaryota|p__Chlorophyta|p__Eukaryota_Chlorophyta|c__Chlorophyceae|o__Sphaeropleales|f__Sphaeropleales_X|g__Characium|s__Characium_saccatum,PFU - Water,k__Eukaryota|p__Chlorophyta|p__Eukaryota_Chlorophyta|c__Chlorophyceae|o__Sphaeropleales|f__Sphaeropleales_X|g__Characium|s__Characium_saccatum,LEfSe,PFU,1.395596623,3.07E-06,3.24E-05,***
k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Blastocatellia|o__Elev-16S-573,PFU - Water,k__Bacteria|p__Acidobacteriota|p__Bacteria_Acidobacteriota|c__Blastocatellia|o__Elev-16S-573,LEfSe,PFU,1.392729466,1.88E-06,2.10E-05,***
k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Mucoromycota|o__Mucoromycotina|f__Mucoromycotina_X|g__Mucoromycotina_XX,PFU - Water,k__Eukaryota|p__Fungi|p__Eukaryota_Fungi|c__Mucoromycota|o__Mucoromycotina|f__Mucoromycotina_X|g__Mucoromycotina_XX,LEfSe,PFU,1.392311425,0.000306985,0.001656247,**
k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Lobosa_X|o__Stygamoebida,PFU - Water,k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Lobosa_X|o__Stygamoebida,LEfSe,PFU,1.389845994,0.000712681,0.003292228,**
k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Lobosa_X|o__Stygamoebida|f__Stygamoebida_X,PFU - Water,k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Lobosa_X|o__Stygamoebida|f__Stygamoebida_X,LEfSe,PFU,1.389845994,0.000712681,0.003292228,**
k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Lobosa_X|o__Stygamoebida|f__Stygamoebida_X|g__Stygamoebida_XX,PFU - Water,k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Lobosa_X|o__Stygamoebida|f__Stygamoebida_X|g__Stygamoebida_XX,LEfSe,PFU,1.389845994,0.000712681,0.003292228,**
k__Eukaryota|p__Chlorophyta|p__Eukaryota_Chlorophyta|c__Chlorophyceae|o__Sphaeropleales|f__Sphaeropleales_X|g__Mychonastes|s__Mychonastes_pushpae,PFU - Water,k__Eukaryota|p__Chlorophyta|p__Eukaryota_Chlorophyta|c__Chlorophyceae|o__Sphaeropleales|f__Sphaeropleales_X|g__Mychonastes|s__Mychonastes_pushpae,LEfSe,PFU,1.389630248,0.001608584,0.006582201,**
k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cytophagaceae|g__Sporocytophaga,PFU - Water,k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cytophagaceae|g__Sporocytophaga,LEfSe,PFU,1.389347067,0.000300526,0.001637104,**
k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__JG30-KF-CM66,PFU - Water,k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__JG30-KF-CM66,LEfSe,PFU,1.386245233,5.58E-05,0.000397024,***
k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Tubulinea|o__Euamoebida|f__Hartmannellidae|g__Copromyxa|s__Copromyxa_protea,PFU - Water,k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Tubulinea|o__Euamoebida|f__Hartmannellidae|g__Copromyxa|s__Copromyxa_protea,LEfSe,PFU,1.384298922,0.001370169,0.005718118,**
k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__Dehalococcoidia|o__GIF9,PFU - Water,k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__Dehalococcoidia|o__GIF9,LEfSe,PFU,1.383902997,0.000484254,0.00245196,**
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Acanthamoeba sp.,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Acanthamoeba sp.,LEfSe,PFU,1.383303708,0.000487867,0.002465631,**
k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobium,PFU - Water,k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobium,LEfSe,PFU,1.378061606,0.002003797,0.007919942,**
k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__Anaerolineae|o__Caldilineales|f__Caldilineaceae|g__Caldilinea,PFU - Water,k__Bacteria|p__Chloroflexi|p__Bacteria_Chloroflexi|c__Anaerolineae|o__Caldilineales|f__Caldilineaceae|g__Caldilinea,LEfSe,PFU,1.377377647,0.000307047,0.001656247,**
k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Syntrophobacteria|o__Syntrophobacterales|f__Syntrophobacteraceae|g__Desulforhabdus,PFU - Water,k__Bacteria|p__Desulfobacterota|p__Bacteria_Desulfobacterota|c__Syntrophobacteria|o__Syntrophobacterales|f__Syntrophobacteraceae|g__Desulforhabdus,LEfSe,PFU,1.376293813,0.000520113,0.002607668,**
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__endosymbionts,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__endosymbionts,LEfSe,PFU,1.374522478,6.33E-05,0.000436534,***
k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Saprospiraceae|g__Aureispira,PFU - Water,k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Saprospiraceae|g__Aureispira,LEfSe,PFU,1.373781545,0.001233092,0.005312059,**
k__Eukaryota|p__Streptophyta|p__Eukaryota_Streptophyta|c__Embryophyceae|o__Embryophyceae_X|f__Embryophyceae_XX|g__Brachypodium,PFU - Water,k__Eukaryota|p__Streptophyta|p__Eukaryota_Streptophyta|c__Embryophyceae|o__Embryophyceae_X|f__Embryophyceae_XX|g__Brachypodium,LEfSe,PFU,1.371521269,0.002250954,0.008770959,**
k__Eukaryota|p__Streptophyta|p__Eukaryota_Streptophyta|c__Embryophyceae|o__Embryophyceae_X|f__Embryophyceae_XX|g__Brachypodium|s__Brachypodium_distachyon,PFU - Water,k__Eukaryota|p__Streptophyta|p__Eukaryota_Streptophyta|c__Embryophyceae|o__Embryophyceae_X|f__Embryophyceae_XX|g__Brachypodium|s__Brachypodium_distachyon,LEfSe,PFU,1.371521269,0.002250954,0.008770959,**
k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cyclobacteriaceae|g__Echinicola,PFU - Water,k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cyclobacteriaceae|g__Echinicola,LEfSe,PFU,1.368848149,0.000476768,0.002423432,**
k__Archaea|p__Crenarchaeota|p__Archaea_Crenarchaeota|c__Bathyarchaeia|o__archaeon RBG_16_50_20,PFU - Water,k__Archaea|p__Crenarchaeota|p__Archaea_Crenarchaeota|c__Bathyarchaeia|o__archaeon RBG_16_50_20,LEfSe,PFU,1.364849593,0.000716852,0.003301117,**
k__Archaea|p__Crenarchaeota|p__Archaea_Crenarchaeota|c__Bathyarchaeia|o__archaeon RBG_16_50_20|f__archaeon RBG_16_50_20_X,PFU - Water,k__Archaea|p__Crenarchaeota|p__Archaea_Crenarchaeota|c__Bathyarchaeia|o__archaeon RBG_16_50_20|f__archaeon RBG_16_50_20_X,LEfSe,PFU,1.364849593,0.000716852,0.003301117,**
k__Archaea|p__Crenarchaeota|p__Archaea_Crenarchaeota|c__Bathyarchaeia|o__archaeon RBG_16_50_20|f__archaeon RBG_16_50_20_X|g__archaeon RBG_16_50_20_XX sp.,PFU - Water,k__Archaea|p__Crenarchaeota|p__Archaea_Crenarchaeota|c__Bathyarchaeia|o__archaeon RBG_16_50_20|f__archaeon RBG_16_50_20_X|g__archaeon RBG_16_50_20_XX sp.,LEfSe,PFU,1.364849593,0.000716852,0.003301117,**
k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Labyrinthulomycetes|o__Amphitremida|f__Diplophrydaceae,PFU - Water,k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Labyrinthulomycetes|o__Amphitremida|f__Diplophrydaceae,LEfSe,PFU,1.36290987,0.000580759,0.002834336,**
k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Labyrinthulomycetes|o__Amphitremida|f__Diplophrydaceae|g__Diplophrys,PFU - Water,k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Labyrinthulomycetes|o__Amphitremida|f__Diplophrydaceae|g__Diplophrys,LEfSe,PFU,1.36290987,0.000580759,0.002834336,**
k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Discosea-Flabellinia|o__Vannellida,PFU - Water,k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Discosea-Flabellinia|o__Vannellida,LEfSe,PFU,1.36218611,0.001134718,0.004990719,**
k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Discosea-Flabellinia|o__Vannellida|f__Vannellidae,PFU - Water,k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Discosea-Flabellinia|o__Vannellida|f__Vannellidae,LEfSe,PFU,1.36218611,0.001134718,0.004990719,**
k__Eukaryota|p__Apusozoa_X|p__Eukaryota_Apusozoa_X|c__Apusomonadidae_Group-4|o__Apusomonadidae_Group-4_X|f__Apusomonadidae_Group-4_XX|g__Collodictyon,PFU - Water,k__Eukaryota|p__Apusozoa_X|p__Eukaryota_Apusozoa_X|c__Apusomonadidae_Group-4|o__Apusomonadidae_Group-4_X|f__Apusomonadidae_Group-4_XX|g__Collodictyon,LEfSe,Water,1.362125111,0.001637839,0.00667711,**
k__Eukaryota|p__Apusozoa_X|p__Eukaryota_Apusozoa_X|c__Apusomonadidae_Group-4|o__Apusomonadidae_Group-4_X|f__Apusomonadidae_Group-4_XX|g__Collodictyon|s__Collodictyon_triciliatum,PFU - Water,k__Eukaryota|p__Apusozoa_X|p__Eukaryota_Apusozoa_X|c__Apusomonadidae_Group-4|o__Apusomonadidae_Group-4_X|f__Apusomonadidae_Group-4_XX|g__Collodictyon|s__Collodictyon_triciliatum,LEfSe,Water,1.362125111,0.001637839,0.00667711,**
k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Lobosa_X|o__Himatismenida|f__Cochliopodiidae|g__Cochliopodium|s__Cochliopodium_kieliense,PFU - Water,k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Lobosa_X|o__Himatismenida|f__Cochliopodiidae|g__Cochliopodium|s__Cochliopodium_kieliense,LEfSe,PFU,1.358510885,0.00043103,0.002253795,**
k__Eukaryota|p__Haptophyta|p__Eukaryota_Haptophyta|c__Prymnesiophyceae|o__Prymnesiales|f__Prymnesiaceae,PFU - Water,k__Eukaryota|p__Haptophyta|p__Eukaryota_Haptophyta|c__Prymnesiophyceae|o__Prymnesiales|f__Prymnesiaceae,LEfSe,PFU,1.35571104,6.33E-05,0.000436534,***
k__Eukaryota|p__Haptophyta|p__Eukaryota_Haptophyta|c__Prymnesiophyceae|o__Prymnesiales|f__Prymnesiaceae|g__Prymnesium,PFU - Water,k__Eukaryota|p__Haptophyta|p__Eukaryota_Haptophyta|c__Prymnesiophyceae|o__Prymnesiales|f__Prymnesiaceae|g__Prymnesium,LEfSe,PFU,1.35571104,6.33E-05,0.000436534,***
k__Bacteria|p__Patescibacteria|p__Bacteria_Patescibacteria|c__Gracilibacteria|o__Candidatus Peregrinibacteria,PFU - Water,k__Bacteria|p__Patescibacteria|p__Bacteria_Patescibacteria|c__Gracilibacteria|o__Candidatus Peregrinibacteria,LEfSe,PFU,1.353852892,0.000185703,0.001085404,**
k__Archaea|p__Crenarchaeota|p__Archaea_Crenarchaeota|c__Nitrososphaeria|o__Nitrosopumilales,PFU - Water,k__Archaea|p__Crenarchaeota|p__Archaea_Crenarchaeota|c__Nitrososphaeria|o__Nitrosopumilales,LEfSe,PFU,1.353364159,0.000215531,0.001241262,**
k__Archaea|p__Crenarchaeota|p__Archaea_Crenarchaeota|c__Nitrososphaeria|o__Nitrosopumilales|f__Nitrosopumilaceae,PFU - Water,k__Archaea|p__Crenarchaeota|p__Archaea_Crenarchaeota|c__Nitrososphaeria|o__Nitrosopumilales|f__Nitrosopumilaceae,LEfSe,PFU,1.353364159,0.000215531,0.001241262,**
k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Tubulinea|o__Arcellinida|f__Arcellinida_X|g__Pyxidicula,PFU - Water,k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Tubulinea|o__Arcellinida|f__Arcellinida_X|g__Pyxidicula,LEfSe,PFU,1.349366765,2.81E-05,0.000216745,***
k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Tubulinea|o__Arcellinida|f__Arcellinida_X|g__Pyxidicula|s__Pyxidicula_operculata,PFU - Water,k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Tubulinea|o__Arcellinida|f__Arcellinida_X|g__Pyxidicula|s__Pyxidicula_operculata,LEfSe,PFU,1.349366765,2.81E-05,0.000216745,***
k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Acidiferrobacterales|f__Acidiferrobacteraceae|g__Sulfurifustis,PFU - Water,k__Bacteria|p__Proteobacteria|p__Bacteria_Proteobacteria|c__Gammaproteobacteria|o__Acidiferrobacterales|f__Acidiferrobacteraceae|g__Sulfurifustis,LEfSe,PFU,1.348981493,3.91E-05,0.00029163,***
k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Discosea-Flabellinia|o__Vannellida|f__Vannellidae|g__Vannella,PFU - Water,k__Eukaryota|p__Discosea|p__Eukaryota_Discosea|c__Discosea-Flabellinia|o__Vannellida|f__Vannellidae|g__Vannella,LEfSe,PFU,1.348050371,0.00177879,0.007172119,**
k__Bacteria|p__Acetothermia,PFU - Water,k__Bacteria|p__Acetothermia,LEfSe,PFU,1.344317594,0.000493583,0.002483129,**
k__Bacteria|p__Acetothermia|p__Bacteria_Acetothermia,PFU - Water,k__Bacteria|p__Acetothermia|p__Bacteria_Acetothermia,LEfSe,PFU,1.344317594,0.000493583,0.002483129,**
k__Bacteria|p__Acetothermia|p__Bacteria_Acetothermia|c__Acetothermiia,PFU - Water,k__Bacteria|p__Acetothermia|p__Bacteria_Acetothermia|c__Acetothermiia,LEfSe,PFU,1.344317594,0.000493583,0.002483129,**
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Annelida|o__Annelida_X|f__Annelida_XX|g__Protodrilus,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Annelida|o__Annelida_X|f__Annelida_XX|g__Protodrilus,LEfSe,PFU,1.342834915,0.000139429,0.000845203,***
k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Annelida|o__Annelida_X|f__Annelida_XX|g__Protodrilus|s__Protodrilus_purpureus,PFU - Water,k__Eukaryota|p__Metazoa|p__Eukaryota_Metazoa|c__Annelida|o__Annelida_X|f__Annelida_XX|g__Protodrilus|s__Protodrilus_purpureus,LEfSe,PFU,1.342834915,0.000139429,0.000845203,***
k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Bacillariophyta|o__Bacillariophyta_X|f__Raphid-pennate|g__Cymbella,PFU - Water,k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Bacillariophyta|o__Bacillariophyta_X|f__Raphid-pennate|g__Cymbella,LEfSe,PFU,1.340442367,0.000769306,0.00350966,**
k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Bacillariophyta|o__Bacillariophyta_X|f__Raphid-pennate|g__Cymbella|s__Cymbella_amphioxys,PFU - Water,k__Eukaryota|p__Ochrophyta|p__Eukaryota_Ochrophyta|c__Bacillariophyta|o__Bacillariophyta_X|f__Raphid-pennate|g__Cymbella|s__Cymbella_amphioxys,LEfSe,PFU,1.340442367,0.000769306,0.00350966,**
k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Amoebophilaceae|g__Candidatus Amoebophilus,PFU - Water,k__Bacteria|p__Bacteroidota|p__Bacteria_Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Amoebophilaceae|g__Candidatus Amoebophilus,LEfSe,PFU,1.336501888,0.000315654,0.00169438,**
